1 3.84327 -6.77276 
0 0.990263 0.0081783 
0 -0.00645904 0.954459 
0 5.63303e-006 3.88805e-007 
0 1.11397e-006 2.44442e-006 
0 -9.32189e-006 -3.64768e-006 
0 2.80453e-006 7.6112e-006 
0 -7.46843e-006 4.69864e-006 
0 7.23666e-006 1.25004e-005 
0 3.35596e-006 -1.25505e-006 
0 -1.3669e-005 -1.91825e-005 
0 6.45296e-006 3.29094e-007 
0 4.32959e-006 -1.61055e-006 
0 -1.99471e-006 -8.68729e-006 
0 -4.25768e-006 -4.18093e-006 
0 -7.59787e-006 -2.6302e-006 
0 -8.1014e-006 -8.29772e-006 
0 -2.28598e-005 -1.14397e-005 
0 -2.15257e-005 4.2041e-006 
0 -1.77806e-006 -1.25652e-005 
0 6.66847e-007 3.66346e-006 
0 3.74233e-006 9.7739e-006 
0 1.45159e-006 8.43246e-007 
0 -4.21787e-006 2.31889e-006 
0 1.19061e-005 7.2515e-006 
0 3.55545e-006 2.45201e-006 
0 9.01856e-006 -8.34134e-006 
0 3.59367e-006 -5.78198e-006 
0 4.48896e-006 -2.35034e-006 
0 -5.74976e-006 3.54843e-007 
0 -2.99876e-006 -7.75258e-006 
0 1.98616e-006 -6.16467e-006 
0 -6.77995e-008 -2.17239e-006 
0 2.14924e-006 -1.39992e-005 
0 3.48225e-006 -1.09809e-005 
0 4.01058e-006 7.69823e-006 
0 1.12706e-005 5.49311e-006 
0 3.22015e-006 5.73296e-006 
0 -6.80084e-006 3.06537e-006 
0 -1.05126e-005 -2.52919e-006 
0 -4.92854e-007 2.56141e-006 
0 -1.20904e-006 -4.37863e-006 
0 -3.43588e-006 -1.81315e-005 
0 -9.22198e-006 5.67066e-006 
0 -4.82342e-006 1.11552e-005 
0 8.63931e-006 -7.85477e-006 
0 -3.60038e-006 -7.37891e-006 
0 1.95296e-006 -1.51961e-006 
0 2.4581e-005 6.53193e-006 
0 7.38622e-006 3.91603e-007 
0 3.53103e-006 1.18928e-005 
0 -1.4043e-006 1.8232e-005 
0 -1.40975e-005 -9.23402e-006 
0 1.43803e-005 -2.69579e-006 
0 5.87349e-006 3.87967e-006 
0 6.04423e-006 -1.03736e-006 
0 8.66307e-006 -4.23366e-006 
0 3.77852e-006 1.4933e-006 
0 3.41542e-006 -8.50357e-006 
0 -1.91229e-006 -4.98416e-006 
0 -6.64391e-006 1.09841e-006 
0 -1.35104e-005 -1.67252e-006 
0 -8.65166e-006 8.84121e-006 
0 1.00827e-005 5.63158e-006 
0 4.23537e-007 -1.99572e-006 
0 -1.62193e-005 5.24791e-006 
0 5.51159e-006 9.17776e-006 
0 6.71399e-006 9.36269e-006 
0 -2.01436e-006 6.92293e-006 
0 5.42867e-007 9.01046e-007 
0 -4.48178e-006 -1.20903e-005 
0 -1.84098e-006 -1.07377e-006 
0 -5.82638e-006 8.13763e-006 
0 -4.48235e-006 3.29301e-006 
0 2.03049e-006 7.35617e-006 
0 -9.08309e-006 6.0026e-006 
0 1.58769e-005 -1.58302e-005 
0 -4.89814e-006 7.08499e-007 
0 -8.21278e-006 -1.48996e-006 
0 1.4552e-005 4.83311e-006 
0 9.22701e-006 1.14032e-005 
0 1.27923e-005 1.27478e-005 
0 -1.84747e-006 2.7851e-006 
0 -4.60476e-006 -9.46391e-006 
