2.30675e-051 2.39211e-056 8.89582e-158 4.88572e-267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.85765e-015 2.78968e-057 1.26556e-019 5.34613e-073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.15477e-018 3.50211e-262 4.29918e-255 0 0 0 0 0 0 0 1.81708e-012 2.57605e-102 0 0 0 0 0 0 1 2.59708e-159 3.07141e-102 5.88924e-222 2.20224e-105 5.09502e-263 2.68205e-138 9.03859e-113 2.69041e-233 1.84733e-238 0 0 0 0 0 0 0 0 0 0 0 0 
8.55799e-060 6.14124e-038 5.44991e-106 7.91072e-151 0 0 6.49893e-288 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.5809e-048 6.41088e-097 2.50152e-018 1.05471e-031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9.81126e-246 1.25093e-182 0 0 0 0 0 9.38725e-323 0 1.61773e-033 1.52624e-162 2.10698e-253 0 0 0 0 0 2.50818e-006 9.07624e-233 7.37702e-135 3.67622e-307 4.22511e-042 5.89488e-146 6.13642e-064 9.18647e-116 4.50713e-194 5.91689e-142 0 0 0 0 0 0 0 0 0 0 0 0 
1.84693e-135 7.35127e-078 4.38952e-011 4.31186e-050 1.06975e-238 0 2.40231e-053 3.7502e-087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.89456e-273 1.1458e-148 3.01406e-058 1.86162e-055 8.5547e-172 0 0 6.9061e-137 5.14079e-264 0 0 0 0 0 0 0 0 0 1.171e-175 7.61484e-048 1 0 0 0 1.9175e-238 0 8.94995e-027 0 3.4597e-244 0 8.18807e-061 1.63522e-200 5.34374e-081 0 0 0 1.73353e-245 0 5.1713e-190 0 9.66602e-118 1.00869e-106 1.0624e-046 1.98784e-089 4.55579e-017 5.72672e-014 8.73742e-156 0 3.05895e-215 5.37311e-068 0 0 0 0 0 0 0 0 
4.40605e-253 1.68708e-185 2.19149e-075 2.02548e-051 4.7366e-046 1.42231e-110 1 1.74908e-167 8.24271e-178 9.38435e-304 0 0 3.14563e-162 1.63825e-170 9.60094e-259 3.63408e-211 0 0 0 0 0 0 0 0 1.73161e-284 1.05172e-155 4.13896e-009 2.53762e-060 0 0 3.63432e-115 2.91556e-108 0 0 0 0 0 0 0 0 0 0 7.09903e-137 4.16852e-040 0 0 0 2.25593e-107 5.18154e-238 4.85249e-073 0 0 0 5.7472e-008 3.10014e-028 6.32203e-075 9.08763e-095 3.46578e-108 0 0 0 7.24923e-301 0 3.92318e-231 9.07937e-128 6.20587e-112 3.43697e-190 2.23015e-087 4.12032e-032 4.9983e-044 2.11059e-115 3.98532e-036 5.35146e-036 0 0 0 0 0 0 0 0 
0 0 5.60183e-193 2.55331e-097 1.22023e-007 1.95078e-045 7.90109e-034 1.06977e-283 4.23552e-076 1.73287e-154 1.73669e-289 0 9.77827e-057 5.94751e-088 1.30303e-124 2.63299e-086 0 0 0 0 0 0 0 0 0 4.95875e-271 6.1193e-048 1.20865e-057 5.0894e-207 0 2.00968e-153 3.08426e-079 0 0 0 0 0 0 0 0 0 0 1.12843e-300 8.58687e-142 4.87358e-257 0 0 4.26566e-078 4.83168e-135 4.28939e-179 0 0 0 7.29842e-036 1 4.99862e-132 6.55832e-038 6.36191e-028 0 0 0 0 0 1.27781e-305 1.88437e-160 4.44501e-192 0 6.28912e-225 3.70144e-103 6.78459e-034 9.50334e-030 3.12928e-006 1.86378e-081 5.71977e-175 0 0 0 0 0 0 0 
0 0 0 4.38572e-202 2.89465e-027 7.87854e-049 4.15502e-118 0 9.89828e-054 1.01882e-102 5.20069e-215 2.27906e-302 2.93373e-023 3.85617e-034 1.67256e-040 3.53062e-024 0 0 0 0 0 0 0 0 0 0 5.04708e-132 3.3322e-084 4.46414e-115 3.37666e-198 1.1758e-209 7.49695e-072 0 0 0 0 0 0 0 0 0 0 0 1.73329e-305 5.28095e-208 0 0 5.32049e-111 2.04868e-118 0 0 0 0 1.24965e-118 1.95006e-025 1.65079e-219 5.3699e-018 1 0 0 0 0 0 0 1.67143e-249 0 0 0 5.27142e-235 4.38616e-082 2.9254e-007 5.86039e-022 2.8132e-164 2.30721e-104 0 0 0 0 0 0 0 
0 0 0 0 3.20382e-284 9.19175e-201 0 0 1.74954e-106 3.87333e-029 1 2.12799e-018 2.5371e-106 6.62835e-305 3.03644e-153 3.59876e-112 2.7854e-012 0 0 0 0 0 0 0 0 0 0 0 1.04374e-039 3.50145e-079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.35073e-019 0 0 0 1.9713e-123 0 0 0 0 0 0 0 7.08401e-317 4.61588e-199 0 0 0 0 0 0 0 0 0 0 0 0 2.11411e-157 0 0 5.60424e-024 0 0 0 0 0 0 0 
0 0 0 0 0 1.53885e-303 0 0 2.65975e-185 1.40358e-078 1.24256e-020 2.58924e-029 1.77575e-181 0 1.4433e-226 1.94527e-182 1 0 0 0 0 0 0 0 0 0 0 0 2.79618e-089 1.94524e-132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.57241e-045 0 0 0 9.47882e-206 0 0 0 0 0 0 0 0 1.08701e-281 0 0 0 0 0 0 0 0 0 0 0 0 1.56893e-240 0 0 1.2623e-070 0 0 0 0 0 0 0 
7.22454e-062 1.20236e-103 8.77263e-266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3.56931e-020 9.27647e-042 1.33841e-145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.52531e-058 0 0 0 0 0 0 0 0 0 1.22059e-007 7.23581e-030 0 0 0 0 0 0 1.36798e-018 1.45002e-057 6.45855e-076 1.37872e-092 2.29636e-183 0 8.15243e-246 3.84249e-139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.7784e-012 1.05561e-046 4.68266e-121 4.62048e-310 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.45813e-027 1 4.0328e-029 9.58506e-096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.59916e-101 5.71962e-140 9.9682e-193 0 0 0 0 0 2.04737e-276 0 2.67665e-015 1.65653e-016 0 0 0 0 0 0 1.06237e-064 9.92721e-039 3.54255e-013 5.3513e-070 7.26761e-215 0 1.09355e-186 4.88248e-037 2.73001e-141 4.09339e-235 0 0 0 0 0 0 0 0 0 0 0 0 
