1.33306e-079 1.72411e-086 1.34444e-203 2.89329e-309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.99675e-020 7.30418e-077 1.38309e-039 1.40658e-102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.04883e-029 1.13635e-322 7.10861e-312 0 0 0 0 0 0 0 3.96344e-025 1.63948e-119 0 0 0 0 0 0 1.39859e-006 1.60449e-180 3.49445e-135 3.85594e-248 4.12357e-124 2.27021e-294 6.56264e-171 3.41731e-153 1.53492e-290 2.24335e-286 0 0 0 0 0 0 0 0 0 0 0 0 
3.69142e-079 1.73e-061 1.38444e-146 3.14583e-193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.20801e-043 3.41178e-105 4.68892e-031 8.84106e-057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.74001e-007 2.75064e-297 8.76817e-235 0 0 0 0 0 0 0 2.44064e-037 2.09405e-166 1.17427e-309 0 0 0 0 0 9.60995e-006 4.21769e-239 2.08009e-156 3.68995e-317 1.06361e-059 4.76897e-179 1.50403e-094 6.14797e-147 3.0837e-244 7.16844e-188 0 0 0 0 0 0 0 0 0 0 0 0 
2.72336e-119 4.34053e-061 9.39993e-008 1.2043e-037 9.51491e-241 0 3.87885e-060 1.02056e-123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.02263e-295 3.83587e-251 6.55793e-123 9.80076e-039 2.13221e-070 1.07186e-199 0 0 7.61812e-174 8.54186e-298 0 0 0 0 0 0 0 0 0 2.81105e-138 2.26392e-062 3.6061e-007 0 0 0 2.83693e-222 0 6.20451e-049 0 3.39276e-213 0 2.47494e-060 1.73739e-208 5.02635e-111 0 0 0 1.70202e-205 0 5.63378e-181 0 2.3219e-084 2.70551e-082 2.01689e-027 3.18867e-085 1.536e-026 3.22861e-009 2.71671e-148 0 8.54674e-231 2.95864e-091 0 0 0 0 0 0 0 0 
1.76285e-211 1.11835e-152 1.58218e-054 1.31076e-047 8.62104e-070 3.4387e-141 2.80203e-005 9.31363e-158 3.4321e-220 0 0 0 1.98217e-206 8.66286e-210 6.94723e-312 1.44888e-261 0 0 0 0 0 0 0 0 9.5292e-245 7.33946e-130 7.26459e-014 3.92272e-078 0 0 3.95385e-124 1.38713e-133 0 0 0 0 0 0 0 0 0 6.26768e-306 6.62346e-110 2.25022e-026 0 0 0 3.90934e-125 7.34911e-280 2.34409e-062 0 0 0 2.55519e-012 9.20969e-050 4.91325e-078 1.45248e-126 1.05882e-145 0 0 0 1.06668e-252 0 5.60324e-212 2.24313e-124 3.70183e-096 6.60987e-153 2.29973e-065 2.13067e-023 9.09132e-058 7.3938e-154 2.01843e-059 1.0343e-040 0 0 0 0 0 0 0 0 
0 1.31657e-291 6.50895e-165 7.94464e-081 6.72169e-013 6.06433e-055 1.73515e-025 5.67168e-268 1.05272e-094 6.59314e-185 0 0 1.07757e-077 5.76499e-108 1.74372e-154 3.57414e-113 0 0 0 0 0 0 0 0 0 1.29184e-237 1.34525e-040 3.03042e-061 6.20669e-246 0 1.8068e-151 5.71266e-089 0 0 0 0 0 0 0 0 0 0 5.54412e-270 5.54803e-120 1.0905e-291 0 0 4.61631e-077 4.19236e-152 3.66052e-161 0 0 0 1.29117e-026 5.60483e-005 4.74444e-125 1.45744e-051 6.47167e-045 0 0 0 0 0 1.13656e-275 5.14296e-143 4.39667e-166 0 2.37806e-197 7.24319e-084 8.20907e-031 1.18014e-046 1.42575e-012 5.96079e-075 5.81006e-210 0 0 0 0 0 0 0 
0 0 0 1.83068e-171 2.75439e-018 1.71924e-040 2.66313e-100 0 7.28475e-054 3.55823e-114 2.21135e-237 0 1.61887e-028 2.11651e-047 2.82739e-060 2.11381e-038 0 0 0 0 0 0 0 0 0 0 9.24422e-118 9.26414e-083 4.72988e-139 4.41674e-233 4.94865e-207 4.05698e-077 0 0 0 0 0 0 0 0 0 0 0 3.21326e-277 4.77975e-220 0 0 5.55735e-091 1.33182e-113 9.18112e-315 0 0 0 1.19428e-097 1.05733e-017 1.15002e-210 1.50773e-023 4.98291e-006 0 0 0 0 0 0 4.47001e-214 1.77853e-295 0 0 7.40931e-205 1.89465e-063 5.8768e-010 2.06378e-018 1.71852e-153 2.55499e-122 0 0 0 0 0 0 0 
0 0 0 0 7.63209e-247 1.34315e-166 0 0 4.34449e-083 6.60945e-020 1.7684e-005 8.55891e-035 2.5483e-087 1.18877e-289 3.36269e-148 4.6325e-102 7.85619e-024 0 0 0 0 0 0 0 0 0 0 0 4.68238e-043 1.68399e-094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.0067e-013 0 0 3.96451e-295 2.74797e-096 0 0 0 0 0 2.57759e-295 0 4.09242e-293 2.05576e-177 0 0 0 0 0 0 0 0 0 0 0 0 2.88193e-134 2.68424e-316 0 2.1837e-021 0 0 0 0 0 0 0 
0 0 0 0 0 1.17128e-252 0 0 1.28262e-146 1.86346e-055 1.41225e-013 8.08199e-033 2.3013e-143 0 6.15719e-195 3.36762e-149 9.16428e-005 0 0 0 0 0 0 0 0 0 0 0 1.73676e-073 2.90573e-126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.92438e-031 0 0 0 4.33525e-168 0 0 0 0 0 0 0 0 5.73378e-235 0 0 0 0 0 0 0 0 0 0 0 0 6.44748e-196 0 0 1.1614e-051 0 0 0 0 0 0 0 
1.96637e-076 5.04892e-113 2.19747e-279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.67131e-005 6.15666e-037 9.86637e-048 4.61283e-149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.89168e-052 0 0 0 0 0 0 0 0 0 2.93269e-014 6.90795e-051 0 0 0 0 0 0 2.66486e-015 9.09089e-085 1.18908e-099 7.91187e-126 2.94554e-172 0 4.6296e-244 7.29446e-161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.66506e-025 1.61864e-063 1.84451e-151 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.32574e-021 0.000148394 2.33727e-037 3.13635e-114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.47268e-104 4.75027e-178 2.84053e-232 0 0 0 0 0 0 0 3.14177e-016 1.96632e-016 0 0 0 0 0 0 9.37629e-063 3.18744e-040 2.51819e-027 4.81275e-074 2.63725e-228 0 4.63619e-210 3.54246e-059 1.01428e-178 2.08145e-270 0 0 0 0 0 0 0 0 0 0 0 0 
