1.03384e-033 8.59604e-037 1.52451e-122 2.13681e-235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.52913e-020 2.75954e-048 2.99927e-010 5.26279e-054 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.68573e-018 2.83114e-212 6.7342e-209 0 0 0 0 0 0 0 2.15763e-010 1.04834e-095 0 0 0 0 0 0 1.85187e-005 1.08876e-148 6.99193e-080 2.32963e-206 3.04617e-097 2.96159e-242 2.83892e-116 6.19181e-083 1.22138e-186 3.93995e-201 0 0 0 0 0 0 0 0 0 0 0 0 
1.17691e-051 1.29317e-025 1.27262e-076 1.18002e-119 0 0 5.37867e-237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46607e-063 7.14572e-100 7.91639e-017 7.46375e-018 1.45582e-281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03343e-005 2.07591e-205 1.05864e-141 0 0 0 0 0 1.03298e-267 0 6.36064e-041 6.59858e-170 2.24257e-208 0 0 0 0 0 3.88319e-018 1.15859e-237 1.55193e-124 2.17257e-308 9.95596e-036 4.32232e-124 1.48514e-044 8.14251e-096 3.90769e-155 2.89704e-107 1.78195e-293 0 0 0 0 0 0 0 0 0 0 0 
3.11754e-162 3.09885e-105 5.10184e-025 3.84249e-073 2.9935e-247 0 3.70316e-057 3.42997e-061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.25454e-305 4.98276e-185 2.30708e-088 4.04546e-051 1.69938e-154 0 0 1.55824e-110 7.70062e-241 0 0 0 0 0 0 0 0 0 1.21412e-223 6.37497e-044 6.90208e-005 0 0 0 3.2258e-265 0 3.2133e-015 0 8.78099e-286 0 6.74243e-072 3.83065e-203 1.41402e-061 1.70695e-314 0 0 4.39459e-296 0 1.18146e-209 0 1.00154e-161 9.36011e-142 1.39288e-076 3.0844e-104 3.36321e-018 2.52821e-029 6.99426e-174 0 2.72498e-210 2.42873e-055 0 0 0 0 0 0 0 0 
1.04191e-304 2.40793e-228 2.87191e-106 2.96129e-065 2.46219e-032 5.56601e-090 3.37656e-006 3.10775e-187 1.87296e-145 2.97697e-256 0 0 4.72304e-128 2.93121e-141 1.25535e-215 8.6239e-171 0 0 0 0 0 0 0 0 0 1.42589e-191 2.2311e-014 1.55314e-052 0 0 3.16064e-116 5.79793e-093 0 0 0 0 0 0 0 0 0 0 7.19879e-174 7.30609e-064 0 0 0 1.23167e-099 3.45645e-206 9.5039e-094 0 0 0 1.22303e-013 9.87335e-017 7.69647e-082 5.37944e-073 1.07331e-080 0 0 0 0 0 2.59887e-260 3.477e-141 9.84321e-138 1.69086e-237 2.04615e-119 7.53863e-051 2.59995e-040 5.70019e-087 7.44493e-023 2.61965e-041 3.67669e-288 0 0 0 0 0 0 0 
0 0 4.57366e-230 7.78482e-123 2.10144e-011 5.95315e-045 3.41312e-051 1.91418e-308 1.61665e-066 4.32072e-133 3.30754e-256 0 8.4177e-045 5.82084e-077 9.23731e-104 1.8401e-068 0 0 0 0 0 0 0 0 0 1.80571e-313 2.64068e-064 4.57309e-063 3.95902e-177 5.69232e-292 2.1206e-164 1.57971e-078 0 0 0 0 0 0 0 0 0 0 0 1.2608e-172 2.06626e-231 0 0 3.73932e-088 5.28265e-127 4.76828e-206 0 0 0 3.9137e-054 1.69259e-005 4.99608e-148 2.79968e-033 5.93298e-020 0 0 0 0 0 0 6.54985e-187 4.26319e-227 0 1.57787e-261 1.79443e-131 5.31947e-046 7.25997e-022 6.51567e-009 5.52841e-097 5.34183e-149 0 0 0 0 0 0 0 
0 0 0 7.38007e-242 2.13677e-045 2.53598e-066 4.55349e-145 0 9.44703e-063 2.04904e-100 8.59121e-202 5.37039e-279 3.7344e-027 4.93495e-030 6.9497e-030 4.14215e-019 0 0 0 0 0 0 0 0 0 0 1.93553e-155 8.41874e-095 2.95949e-100 1.81327e-172 1.96232e-221 9.73097e-076 0 0 0 0 0 0 0 0 0 0 0 0 4.09836e-205 0 0 3.57789e-140 2.21356e-132 0 0 0 0 9.18468e-149 2.52625e-042 1.66444e-237 1.34338e-021 0.000140964 0 0 0 0 0 0 4.38996e-294 0 0 0 2.63431e-274 7.13234e-110 1.02287e-013 1.16891e-034 3.23472e-184 1.46345e-095 0 0 0 0 0 0 0 
0 0 0 0 0 1.278e-244 0 0 1.43142e-139 4.61169e-048 1.14889e-005 1.07492e-011 5.13191e-135 0 5.57058e-168 5.67997e-132 2.00641e-010 0 0 0 0 0 0 0 0 0 0 0 4.72685e-046 1.47915e-073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.68122e-035 0 0 0 2.87308e-160 0 0 0 0 0 0 0 0 2.10569e-230 0 0 0 0 0 0 0 0 0 0 0 0 3.15086e-190 0 0 2.92212e-036 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 2.29273e-234 4.39464e-112 4.54454e-038 3.44821e-036 5.69587e-230 0 1.40637e-268 4.67095e-226 4.53596e-007 0 0 0 0 0 0 0 0 0 0 0 1.87137e-115 5.41328e-149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08711e-070 0 0 0 8.61511e-254 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58702e-295 0 0 5.70304e-100 0 0 0 0 0 0 0 
4.84915e-057 5.23095e-104 6.39805e-262 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.9761e-006 3.78036e-013 1.59338e-045 7.0945e-152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.67571e-073 0 0 0 0 0 0 0 0 0 9.28073e-011 1.38463e-018 0 0 0 0 0 0 1.2829e-031 4.22525e-040 6.40866e-062 4.38917e-069 3.27058e-204 0 2.62266e-257 3.69779e-127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6.2505e-009 2.26538e-039 3.91192e-100 1.73146e-286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.96833e-042 2.21754e-006 2.28977e-030 9.63946e-087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.05895e-106 2.26622e-111 1.15112e-162 0 0 0 0 0 1.27153e-235 0 7.50406e-024 4.5923e-026 0 0 0 0 0 0 3.961e-076 1.01742e-046 1.63995e-008 1.958e-075 6.59051e-211 0 8.48796e-173 2.21444e-024 2.41802e-113 2.64903e-209 0 0 0 0 0 0 0 0 0 0 0 0 
